CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,ChurnRisk,CLV,Persona
12421.0,16,4,807.04,4,3,3,433,3,Low Risk,724.5425777777778,Budget Buyers
12422.0,96,3,803.5600000000001,2,3,3,233,3,High Risk,471.8339487179488,Budget Buyers
12423.0,1,8,1859.31,4,4,4,444,3,Low Risk,1396.217856,Budget Buyers
12424.0,163,2,1760.96,1,2,4,124,1,High Risk,0.0,Loyal Customers
12425.0,78,1,777.2,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12426.0,195,1,582.73,1,1,2,112,1,High Risk,0.0,Loyal Customers
12427.0,22,3,825.8,3,3,3,333,3,Low Risk,929.6909677419353,Budget Buyers
12428.0,26,9,7956.46,3,4,4,344,3,Low Risk,2086.5410408163266,Budget Buyers
12429.0,9,4,3750.4,4,3,4,434,3,Low Risk,1835.2472852233677,Budget Buyers
12430.0,43,1,256.4,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12431.0,36,15,6487.45,3,4,4,344,0,Low Risk,4645.673940677966,VIP Customers
12432.0,43,5,5059.32,3,3,4,334,3,Low Risk,1007.1794444444445,Budget Buyers
12433.0,1,7,13375.87,4,4,4,444,3,Low Risk,2764.346466666667,Budget Buyers
12434.0,85,2,806.14,2,2,3,223,3,Low Risk,188.0993333333333,Budget Buyers
12435.0,80,2,7829.89,2,2,4,224,3,Low Risk,2725.9617037037037,Budget Buyers
12436.0,100,1,509.01,2,1,2,212,3,High Risk,0.0,Budget Buyers
12437.0,2,18,4951.41,4,4,4,444,0,Low Risk,4887.04167,VIP Customers
12438.0,14,2,2906.85,4,2,4,424,3,Low Risk,247.18112244897958,Budget Buyers
12441.0,367,1,173.55,1,1,1,111,1,High Risk,0.0,Loyal Customers
12442.0,3,1,172.06,4,1,1,411,3,Low Risk,0.0,Budget Buyers
12444.0,21,5,5005.46,3,3,4,334,3,Low Risk,702.27263653484,Budget Buyers
12445.0,22,1,133.4,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12446.0,58,1,1002.3100000000001,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12447.0,243,1,476.49,1,1,2,112,1,High Risk,0.0,Loyal Customers
12448.0,44,1,449.45,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12449.0,22,4,4067.29,3,3,4,334,3,Low Risk,465.644369982548,Budget Buyers
12450.0,156,2,197.88,1,2,1,121,1,High Risk,28.032999999999998,Loyal Customers
12451.0,11,5,9035.52,4,3,4,434,3,Low Risk,1331.505536723164,Budget Buyers
12452.0,17,2,430.57,4,2,2,422,3,Low Risk,0.0,Budget Buyers
12453.0,134,1,707.09,2,1,3,213,3,High Risk,0.0,Budget Buyers
12454.0,56,1,3528.34,2,1,4,214,3,Low Risk,0.0,Budget Buyers
12455.0,73,6,2466.86,2,4,4,244,3,Low Risk,1222.4661777777778,Budget Buyers
12456.0,44,3,3181.04,3,3,4,334,3,Low Risk,534.41472,Budget Buyers
12457.0,66,7,2363.23,2,4,4,244,3,Low Risk,1505.465037037037,Budget Buyers
12458.0,71,2,947.4,2,2,3,223,3,Low Risk,354.0284210526316,Budget Buyers
12461.0,94,2,826.88,2,2,3,223,3,High Risk,94.50057142857143,Budget Buyers
12462.0,19,2,1189.59,3,2,3,323,3,Low Risk,363.27264516129026,Budget Buyers
12463.0,53,4,1344.78,2,3,3,233,3,Low Risk,406.1343614457831,Budget Buyers
12464.0,10,8,1212.05,4,4,3,443,3,Low Risk,3332.4409195402295,Budget Buyers
12465.0,17,2,742.1899999999999,4,2,3,423,3,Low Risk,160.0182695035461,Budget Buyers
12468.0,188,2,729.5400000000001,1,2,3,123,1,High Risk,163.8265263157895,Loyal Customers
12471.0,2,30,19824.05,4,4,4,444,0,Low Risk,15600.66543478261,VIP Customers
12472.0,32,7,6572.11,3,4,4,344,3,Low Risk,1519.9216047197638,Budget Buyers
12473.0,29,5,3938.5499999999997,3,3,4,334,3,Low Risk,632.9812499999999,Budget Buyers
12474.0,17,18,7375.79,4,4,4,444,0,Low Risk,3256.4808679245284,VIP Customers
12475.0,54,1,723.38,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12476.0,16,11,6816.42,4,4,4,444,3,Low Risk,3700.7602145922747,Budget Buyers
12477.0,23,6,13219.74,3,4,4,344,3,Low Risk,2450.05848,Budget Buyers
12478.0,4,1,680.99,4,1,3,413,3,Low Risk,0.0,Budget Buyers
12479.0,11,1,527.2,4,1,2,412,3,Low Risk,0.0,Budget Buyers
12480.0,28,4,3281.63,3,3,4,334,3,Low Risk,872.2600952380951,Budget Buyers
12481.0,23,10,5596.32,3,4,4,344,3,Low Risk,2940.002211981567,Budget Buyers
12483.0,17,8,2484.98,4,4,4,444,3,Low Risk,2845.0259911111107,Budget Buyers
12484.0,33,6,4541.72,3,4,4,344,3,Low Risk,795.4573179190752,Budget Buyers
12488.0,10,3,1298.66,4,3,3,433,3,Low Risk,153.478,Budget Buyers
12489.0,336,1,334.93,1,1,2,112,1,High Risk,0.0,Loyal Customers
12490.0,5,10,5417.93,4,4,4,444,3,Low Risk,2388.3120000000004,Budget Buyers
12491.0,39,1,460.40000000000003,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12492.0,63,2,263.21000000000004,2,2,1,221,3,Low Risk,36.8494,Budget Buyers
12493.0,166,2,433.74,1,2,2,122,1,High Risk,40.74527272727273,Loyal Customers
12494.0,16,7,1246.1000000000001,4,4,3,443,3,Low Risk,1317.8451515151517,Budget Buyers
12497.0,82,1,1043.1,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12498.0,21,3,403.70000000000005,3,3,2,332,3,Low Risk,63.18782608695653,Budget Buyers
12500.0,23,11,4257.82,3,4,4,344,3,Low Risk,7933.970601092896,Budget Buyers
12501.0,337,1,2169.39,1,1,4,114,1,High Risk,0.0,Loyal Customers
12502.0,96,5,3723.87,2,3,4,234,3,High Risk,903.5240136054422,Budget Buyers
12504.0,18,2,482.04999999999995,4,2,2,422,3,Low Risk,42.84888888888889,Budget Buyers
12506.0,233,1,73.5,1,1,1,111,1,High Risk,0.0,Loyal Customers
12507.0,134,3,1304.81,2,3,3,233,3,High Risk,972.6765454545454,Budget Buyers
12508.0,26,2,398.27,3,2,2,322,3,Low Risk,0.7696038647342995,Budget Buyers
12509.0,284,1,176.5,1,1,1,111,1,High Risk,0.0,Loyal Customers
12510.0,143,2,982.5699999999999,1,2,3,123,3,High Risk,361.2681616161616,Budget Buyers
12512.0,66,2,138.03,2,2,1,221,3,Low Risk,0.0,Budget Buyers
12513.0,113,1,612.29,2,1,2,212,3,High Risk,0.0,Budget Buyers
12514.0,267,1,1017.68,1,1,3,113,1,High Risk,0.0,Loyal Customers
12515.0,353,1,383.7,1,1,2,112,1,High Risk,0.0,Loyal Customers
12516.0,78,2,1312.06,2,2,3,223,3,Low Risk,343.1541538461538,Budget Buyers
12517.0,28,5,2502.84,3,3,4,334,3,Low Risk,236.47725352112678,Budget Buyers
12518.0,1,5,2056.89,4,3,4,434,3,Low Risk,301.3454435483871,Budget Buyers
12519.0,64,1,340.84,2,1,2,212,3,Low Risk,0.0,Budget Buyers
12520.0,79,5,2634.26,2,3,4,234,3,Low Risk,560.3579385964913,Budget Buyers
12521.0,143,1,599.68,1,1,2,112,3,High Risk,0.0,Budget Buyers
12522.0,39,2,192.72,3,2,1,321,3,Low Risk,12.847999999999999,Budget Buyers
12523.0,19,11,1789.77,3,4,4,344,3,Low Risk,1931.6008301886793,Budget Buyers
12524.0,9,8,4485.72,4,4,4,444,3,Low Risk,2691.4320000000002,Budget Buyers
12526.0,1,3,1316.66,4,3,3,433,3,Low Risk,172.46391549295774,Budget Buyers
12527.0,82,3,348.71000000000004,2,3,2,232,3,Low Risk,470.7585,Budget Buyers
12528.0,9,6,1933.48,4,4,4,444,3,Low Risk,1273.5748695652173,Budget Buyers
12530.0,60,4,1662.28,2,3,4,234,3,Low Risk,930.2051717171717,Budget Buyers
12531.0,15,1,125.22,4,1,1,411,3,Low Risk,0.0,Budget Buyers
12532.0,30,1,349.83000000000004,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12534.0,131,1,1089.18,2,1,3,213,3,High Risk,0.0,Budget Buyers
12535.0,92,2,716.35,2,2,3,223,3,High Risk,132.03313725490196,Budget Buyers
12536.0,43,3,12601.830000000002,3,3,4,334,3,Low Risk,72.42431034482759,Budget Buyers
12538.0,29,1,363.95,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12539.0,22,4,5568.35,3,3,4,334,3,Low Risk,845.7908913308914,Budget Buyers
12540.0,20,17,13400.24,3,4,4,344,0,Low Risk,5432.984334728033,VIP Customers
12541.0,30,3,981.18,3,3,3,333,3,Low Risk,473.6080384615385,Budget Buyers
12544.0,36,1,372.7,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12545.0,75,2,1000.39,2,2,3,223,3,Low Risk,245.42901333333336,Budget Buyers
12546.0,47,2,1161.5,3,2,3,323,3,Low Risk,34.78888888888889,Budget Buyers
12547.0,198,2,207.79999999999998,1,2,1,121,1,High Risk,141.99666666666667,Loyal Customers
12548.0,166,1,95.19999999999999,1,1,1,111,1,High Risk,0.0,Loyal Customers
12550.0,79,1,964.83,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12551.0,358,1,168.0,1,1,1,111,1,High Risk,0.0,Loyal Customers
12552.0,39,2,437.82,3,2,2,322,3,Low Risk,0.0,Budget Buyers
12553.0,8,10,3692.28,4,4,4,444,3,Low Risk,2068.450052356021,Budget Buyers
12556.0,50,2,603.71,3,2,2,322,3,Low Risk,33.26225895316805,Budget Buyers
12557.0,16,5,11990.960000000001,4,3,4,434,3,Low Risk,21498.943434343437,Budget Buyers
12558.0,8,1,269.96,4,1,1,411,3,Low Risk,0.0,Budget Buyers
12559.0,311,2,561.71,1,2,2,122,1,High Risk,14.265650793650794,Loyal Customers
12560.0,5,3,2134.01,4,3,4,434,3,Low Risk,278.43749523809527,Budget Buyers
12561.0,303,1,238.85,1,1,1,111,1,High Risk,0.0,Loyal Customers
12562.0,8,7,3781.7400000000002,4,4,4,444,3,Low Risk,997.9591666666668,Budget Buyers
12564.0,261,1,456.9,1,1,2,112,1,High Risk,0.0,Loyal Customers
12565.0,289,1,145.92,1,1,1,111,1,High Risk,0.0,Loyal Customers
12566.0,86,1,351.65,2,1,2,212,3,Low Risk,0.0,Budget Buyers
12567.0,23,10,9401.28,3,4,4,344,3,Low Risk,2431.123228699552,Budget Buyers
12569.0,2,32,4124.69,4,4,4,444,0,Low Risk,5850.624113475177,VIP Customers
12571.0,40,2,519.61,3,2,2,322,3,Low Risk,82.52629411764707,Budget Buyers
12572.0,9,2,1020.42,4,2,3,423,3,Low Risk,48.75339999999999,Budget Buyers
12573.0,227,1,160.54000000000002,1,1,1,111,1,High Risk,0.0,Loyal Customers
12574.0,316,1,218.45,1,1,1,111,1,High Risk,0.0,Loyal Customers
12576.0,36,5,1315.83,3,3,3,333,3,Low Risk,667.883409090909,Budget Buyers
12577.0,35,3,657.8,3,3,2,332,3,Low Risk,144.53700680272107,Budget Buyers
12578.0,21,2,2794.51,3,2,4,324,3,Low Risk,503.3386432748539,Budget Buyers
12579.0,78,1,440.42,2,1,2,212,3,Low Risk,0.0,Budget Buyers
12580.0,247,1,415.7,1,1,2,112,1,High Risk,0.0,Loyal Customers
12581.0,40,1,197.71,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12582.0,239,2,511.36,1,2,2,122,1,High Risk,75.92921212121213,Loyal Customers
12583.0,3,15,7281.38,4,4,4,444,0,Low Risk,5453.665182186235,VIP Customers
12584.0,4,9,2338.15,4,4,4,444,3,Low Risk,2016.6543749999998,Budget Buyers
12585.0,234,2,2040.1,1,2,4,124,1,High Risk,182.9055172413793,Loyal Customers
12586.0,17,1,196.94000000000003,4,1,1,411,3,Low Risk,0.0,Budget Buyers
12587.0,8,1,144.0,4,1,1,411,3,Low Risk,0.0,Budget Buyers
12588.0,39,1,214.89999999999998,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12589.0,29,2,646.68,3,2,2,322,3,Low Risk,141.6537142857143,Budget Buyers
12590.0,211,2,9864.26,1,2,4,124,1,High Risk,0.0,Loyal Customers
12591.0,317,1,452.84999999999997,1,1,2,112,1,High Risk,0.0,Loyal Customers
12592.0,92,2,437.6,2,2,2,222,3,High Risk,196.10962962962964,Budget Buyers
12593.0,109,3,418.09999999999997,2,3,2,232,3,High Risk,219.0047619047619,Budget Buyers
12594.0,38,10,3338.2200000000003,3,4,4,344,3,Low Risk,2687.55,Budget Buyers
12596.0,51,2,618.27,3,2,2,322,3,Low Risk,290.05259259259253,Budget Buyers
12597.0,19,4,3811.22,3,3,4,334,3,Low Risk,611.768647249191,Budget Buyers
12598.0,10,8,3023.08,4,4,4,444,3,Low Risk,1679.4888888888888,Budget Buyers
12599.0,29,7,1032.58,3,4,3,343,3,Low Risk,1068.6647849462363,Budget Buyers
12600.0,29,10,2599.04,3,4,4,344,3,Low Risk,4629.54,Budget Buyers
12601.0,190,5,577.0600000000001,1,3,2,132,1,High Risk,487.7530952380953,Loyal Customers
12602.0,59,1,153.12,2,1,1,211,3,Low Risk,0.0,Budget Buyers
12603.0,22,1,739.1999999999999,3,1,3,313,3,Low Risk,0.0,Budget Buyers
12604.0,79,2,254.18,2,2,1,221,3,Low Risk,192.75316666666666,Budget Buyers
12607.0,60,1,1579.51,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12609.0,78,3,1126.85,2,3,3,233,3,Low Risk,450.7399999999999,Budget Buyers
12610.0,23,5,2099.54,3,3,4,334,3,Low Risk,340.01984276729553,Budget Buyers
12611.0,52,1,1193.32,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12612.0,74,1,704.0400000000001,2,1,3,213,3,Low Risk,0.0,Budget Buyers
12613.0,57,5,3344.38,2,3,4,234,3,Low Risk,743.1955555555555,Budget Buyers
12614.0,278,1,315.6,1,1,2,112,1,High Risk,0.0,Loyal Customers
12615.0,2,4,2291.19,4,3,4,434,3,Low Risk,482.96830476190473,Budget Buyers
12616.0,95,2,713.3,2,2,3,223,3,High Risk,300.18041666666664,Budget Buyers
12617.0,29,1,355.53,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12618.0,22,1,177.31,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12619.0,16,9,3641.24,4,4,4,444,3,Low Risk,2876.5796,Budget Buyers
12620.0,15,3,1339.41,4,3,3,433,3,Low Risk,275.1614021739131,Budget Buyers
12621.0,2,20,13689.67,4,4,4,444,0,Low Risk,7113.547294789436,VIP Customers
12622.0,232,1,180.1,1,1,1,111,1,High Risk,0.0,Loyal Customers
12623.0,276,1,305.1,1,1,1,111,1,High Risk,0.0,Loyal Customers
12624.0,106,2,641.13,2,2,2,222,3,High Risk,79.86005263157895,Budget Buyers
12625.0,212,2,2683.82,1,2,4,124,1,High Risk,222.6114263565892,Loyal Customers
12626.0,23,9,6620.48,3,4,4,344,3,Low Risk,2046.9443265306118,Budget Buyers
12627.0,11,7,4478.53,4,4,4,444,3,Low Risk,586.1032739130434,Budget Buyers
12628.0,4,3,786.46,4,3,3,433,3,Low Risk,115.09170731707317,Budget Buyers
12630.0,10,2,1270.88,4,2,3,423,3,Low Risk,45.010333333333335,Budget Buyers
12631.0,57,1,640.5,2,1,2,212,3,Low Risk,0.0,Budget Buyers
12633.0,59,4,2163.98,2,3,4,234,3,Low Risk,654.193293729373,Budget Buyers
12635.0,90,2,1689.18,2,2,4,224,3,Low Risk,72.4730693069307,Budget Buyers
12637.0,67,8,6021.9,2,4,4,244,3,Low Risk,1054.089846153846,Budget Buyers
12638.0,33,1,671.69,3,1,2,312,3,Low Risk,0.0,Budget Buyers
12639.0,239,1,486.1,1,1,2,112,1,High Risk,0.0,Loyal Customers
12640.0,24,3,1174.58,3,3,3,333,3,Low Risk,126.32275471698111,Budget Buyers
12641.0,115,1,185.9,2,1,1,211,3,High Risk,0.0,Budget Buyers
12642.0,25,3,1013.26,3,3,3,333,3,Low Risk,176.7815319148936,Budget Buyers
12643.0,128,6,3344.64,2,4,4,244,3,High Risk,5685.887999999999,Budget Buyers
12644.0,130,1,477.91,2,1,2,212,3,High Risk,0.0,Budget Buyers
12645.0,34,4,1775.18,3,3,4,334,3,Low Risk,914.3392876712329,Budget Buyers
12646.0,5,2,1346.97,4,2,3,423,3,Low Risk,87.80248888888887,Budget Buyers
12647.0,22,12,3722.82,3,4,4,344,3,Low Risk,4223.264655737706,Budget Buyers
12648.0,155,1,318.05,1,1,2,112,1,High Risk,0.0,Loyal Customers
12649.0,107,3,623.51,2,3,2,232,3,High Risk,211.18887096774193,Budget Buyers
12650.0,3,1,314.44,4,1,2,412,3,Low Risk,0.0,Budget Buyers
12651.0,335,1,114.0,1,1,1,111,1,High Risk,0.0,Loyal Customers
12652.0,331,1,919.98,1,1,3,113,1,High Risk,0.0,Loyal Customers
12653.0,149,2,2209.85,1,2,4,124,1,High Risk,503.64023255813953,Loyal Customers
12654.0,11,5,601.98,4,3,2,432,3,Low Risk,749.8347368421053,Budget Buyers
12656.0,17,5,4051.17,4,3,4,434,3,Low Risk,1157.4771428571428,Budget Buyers
12657.0,11,4,1643.18,4,3,3,433,3,Low Risk,312.32073758865255,Budget Buyers
12658.0,19,1,686.05,3,1,3,313,3,Low Risk,0.0,Budget Buyers
12659.0,30,1,91.68,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12660.0,11,1,245.1,4,1,1,411,3,Low Risk,0.0,Budget Buyers
12662.0,1,11,3849.78,4,4,4,444,3,Low Risk,2283.0869217391305,Budget Buyers
12664.0,8,9,4881.88,4,4,4,444,3,Low Risk,12429.002594594596,Budget Buyers
12665.0,325,1,63.0,1,1,1,111,1,High Risk,0.0,Loyal Customers
12667.0,58,1,620.13,2,1,2,212,3,Low Risk,0.0,Budget Buyers
12668.0,12,4,3807.15,4,3,4,434,3,Low Risk,1081.4513043478262,Budget Buyers
12669.0,151,3,2744.0299999999997,1,3,4,134,1,High Risk,285.27044554455443,Loyal Customers
12670.0,10,5,2996.05,4,3,4,434,3,Low Risk,1204.9331521739132,Budget Buyers
12672.0,330,1,225.89999999999998,1,1,1,111,1,High Risk,0.0,Loyal Customers
12673.0,5,2,610.52,4,2,2,422,3,Low Risk,311.07447619047616,Budget Buyers
12674.0,39,4,1970.6,3,3,4,334,3,Low Risk,534.9902008032128,Budget Buyers
12676.0,25,6,1331.39,3,4,3,343,3,Low Risk,1692.3446222222221,Budget Buyers
12678.0,42,12,17628.46,3,4,4,344,0,Low Risk,13290.79044848485,VIP Customers
12679.0,59,4,1113.02,2,3,3,233,3,Low Risk,695.6375,Budget Buyers
12680.0,1,4,862.81,4,3,3,433,3,Low Risk,247.7813333333333,Budget Buyers
12681.0,15,22,13787.54,4,4,4,444,0,Low Risk,5594.254735632185,VIP Customers
12682.0,4,31,12288.22,4,4,4,444,0,Low Risk,8876.385964444444,VIP Customers
12683.0,4,15,8476.57,4,4,4,444,0,Low Risk,4447.735130813953,VIP Customers
12684.0,8,7,2283.63,4,4,4,444,3,Low Risk,1040.3203333333333,Budget Buyers
12685.0,28,6,2863.08,3,4,4,344,3,Low Risk,237.07031847133754,Budget Buyers
12686.0,372,1,89.14,1,1,1,111,1,High Risk,0.0,Loyal Customers
12688.0,114,1,4873.8099999999995,2,1,4,214,3,High Risk,0.0,Budget Buyers
12689.0,26,2,1247.61,3,2,3,323,3,Low Risk,116.6746388888889,Budget Buyers
12690.0,206,1,389.01,1,1,2,112,1,High Risk,0.0,Loyal Customers
12691.0,28,6,1035.8,3,4,3,343,3,Low Risk,2129.86375,Budget Buyers
12693.0,127,4,855.91,2,3,3,233,3,High Risk,561.8281025641026,Budget Buyers
12694.0,70,2,869.67,2,2,3,223,3,Low Risk,175.50097297297296,Budget Buyers
12695.0,7,4,582.1,4,3,2,432,3,Low Risk,583.5372839506173,Budget Buyers
12697.0,29,3,957.59,3,3,3,333,3,Low Risk,326.9819512195122,Budget Buyers
12700.0,8,4,4939.99,4,3,4,434,3,Low Risk,508.74523880597013,Budget Buyers
12701.0,80,2,797.71,2,2,3,223,3,Low Risk,162.55222641509437,Budget Buyers
12702.0,20,1,219.0,3,1,1,311,3,Low Risk,0.0,Budget Buyers
12703.0,71,1,283.55,2,1,1,211,3,Low Risk,0.0,Budget Buyers
12704.0,7,8,2340.84,4,4,4,444,3,Low Risk,1149.1396363636366,Budget Buyers
12705.0,15,9,6868.29,4,4,4,444,3,Low Risk,2103.670859281437,Budget Buyers
12707.0,292,1,603.42,1,1,2,112,1,High Risk,0.0,Loyal Customers
12708.0,30,10,2712.91,3,4,4,344,3,Low Risk,1946.8441188959662,Budget Buyers
12709.0,15,15,9736.52,4,4,4,444,0,Low Risk,8215.18875,VIP Customers
12710.0,97,3,1149.02,2,3,3,233,3,High Risk,155.1923116883117,Budget Buyers
12712.0,29,13,4396.13,3,4,4,344,3,Low Risk,4898.544857142858,Budget Buyers
12713.0,1,1,848.55,4,1,3,413,3,Low Risk,0.0,Budget Buyers
12714.0,9,5,4708.86,4,3,4,434,3,Low Risk,863.5940154440154,Budget Buyers
12715.0,106,1,353.86,2,1,2,212,3,High Risk,0.0,Budget Buyers
12716.0,4,2,1053.49,4,2,3,423,3,Low Risk,131.30455072463766,Budget Buyers
12717.0,151,2,1030.98,1,2,3,123,1,High Risk,117.46923636363636,Loyal Customers
12718.0,71,1,238.25,2,1,1,211,3,Low Risk,0.0,Budget Buyers
12719.0,5,2,644.95,4,2,2,422,3,Low Risk,65.04623931623932,Budget Buyers
12720.0,3,25,5781.73,4,4,4,444,0,Low Risk,4981.434039548021,VIP Customers
12721.0,32,6,2656.13,3,4,4,344,3,Low Risk,1065.751540372671,Budget Buyers
12722.0,85,4,997.63,2,3,3,233,3,Low Risk,163.13446540880503,Budget Buyers
12723.0,4,5,725.07,4,3,3,433,3,Low Risk,106.83398550724638,Budget Buyers
12724.0,5,4,1031.41,4,3,3,433,3,Low Risk,848.4806792452831,Budget Buyers
12725.0,371,1,427.8,1,1,2,112,1,High Risk,0.0,Loyal Customers
12726.0,28,7,2609.1,3,4,4,344,3,Low Risk,1615.2573387096775,Budget Buyers
12727.0,11,7,3980.7,4,4,4,444,3,Low Risk,2064.8091366906474,Budget Buyers
12728.0,71,4,836.33,2,3,3,233,3,Low Risk,632.7018260869564,Budget Buyers
12729.0,114,1,453.01,2,1,2,212,3,High Risk,0.0,Budget Buyers
